"Path","Section","#","Name","Japanese","English","LineBreak"
"Dn/12/04.dat","2","35","Spada","これで　さっきのハッチが開くな","Right, this should open the hatch we found earlier.","TRUE"
"Dn/12/04.dat","2","40","Ange","船尾の鍵　ということは
船の後部に閉ざされた扉があるはずだわ
探しに行きましょう","“Stern”... That means that there is a door
somewhere at the back of the ship. 
Let us search for it.","TRUE"
"Dn/12/04.dat","2","45","Ange","きっとこれが　さっきの扉の鍵ね
開けに行ってみましょう","I am sure this has to be the key for the hatch we
found earlier. Let us open it.","TRUE"
"Dn/12/04.dat","2","50","Ricardo","船尾の鍵ということは
後部の甲板に扉があるはずだ
探しに行くぞ","A key for the stern... 
There has to be a door at the back deck.
Let’s hurry and look for it.","TRUE"
"Dn/12/04.dat","2","55","Ricardo","先程のハッチの鍵だな
船の後部へ急ぐぞ","This is the key to the hatch we found earlier.
Let’s hurry on back.","TRUE"
"Dn/12/04.dat","2","60","Hermana","なんや　ようわからんけど
船の後ろに出口が　あるっちゅうことやな！","Ah dunno what this is fer, but ah guess this means
that there’s an exit at the back of the ship. That’s
the only place we haven’t checked yet.","TRUE"
"Dn/12/04.dat","2","65","Hermana","さっきのハッチの鍵やな！
はよ　開けにいこ！","This gotta be the key fer the hatch earlier!
Let’s go an’ open it!","TRUE"
"Dn/12/04.dat","2","70","Kongwei","船尾の鍵　ということは
この船の後ろに　鍵が必要な扉か
ハッチがあるはずだね","The stern’s key... Meaning that there is a door that 
we have to unlock at the back of this ship.
There has to be.","TRUE"
"Dn/12/04.dat","2","75","Kongwei","これで　さっきのハッチを
開けることができるね","Now that we have this, we can now open
the hatch that we found earlier.","TRUE"
"Dn/12/04.dat","2","80","QQ","きっとこの船の　後ろの扉を開くカギ！","This key definitely unlocks door behind ship!","TRUE"
"Dn/12/04.dat","2","86","QQ","さっきの　扉のカギ！
きっとこれで開けられる！","The key for the door earlier!
We can open it now!","TRUE"
"Dn/12/04.dat","2","92","","きっと　船の後方に閉ざされた
ハッチなどがあるはずだ
探しに行ってみよう","I’m sure there has to be a hatch that we can
open at the back of the ship. Let’s hurry and
look for it.","TRUE"
"Dn/12/04.dat","2","97","","先程のハッチの鍵に違いない
早速行ってみよう","There’s no doubt that this has to be the key to the
hatch we found earlier. Let’s go try it out.","TRUE"
"Dn/12/06.dat","0","147","Ruca","エラー","Error","TRUE"
"Dn/12/06.dat","1","147","Ruca","エラー","Error","TRUE"
"Dn/12/06.dat","2","4","","鍵がかかっていて
扉は固く　閉ざされている","Looks like the door is locked tight.","TRUE"
"Dn/12/06.dat","2","7","","どこかで　鍵を手に入れよう","We’ll have the find the key.","TRUE"
"Dn/12/08.dat","0","1","Peddler","でかい船だから　たくさん売れると思って
忍び込んだは良いけど　怪しいヤツだって
捕まっちまったよ…","It’s a huge ship, so I thought I could make a lot of 
money selling stuff here, but I got caught trying to 
sneak in...","TRUE"
"Dn/12/08.dat","0","4","Peddler","ところで　なにか必要なものはある？
折角だから　見ていってよ","By the way is there anything important you need?
Take a look.","TRUE"
"Dn/12/08.dat","1","1","Spada","……{variable}おっさんの言う通りかもしれねぇけど
それでもオレは　こういうやり方は　大ッ嫌いだ","Old man Ricardo has a point, but I gotta admit, I 
really can’t stand those kinds of people.","TRUE"
"Dn/12/08.dat","2","1","Ricardo","覚えておけ　ルカ
戦に汚いも　クソもない","Take this to heart, there’s no such thing as 
playing dirty on the battlefield.","TRUE"
"Dn/12/08.dat","2","4","Ricardo","たとえ相手が　どんなに卑怯な手を
使ってきても　余計なことは考えるな
生き延びることを考えろ","There’s nothing wrong if you or your enemy use
underhanded tactics. All that matters is that
you survive.","TRUE"
"Dn/12/08.dat","2","7","Ricardo","その方が　生き残る確率がずっと高い
わかったな","The one who takes that lesson to heart and 
puts it to practice will always come out alive.","TRUE"
"Dn/12/08.dat","3","1","Kongwei","スパーダくん　少し熱くなりすぎだね…","Spada might have gotten a bit heated back there.","TRUE"
"Dn/12/08.dat","3","4","Kongwei","今はおとなしくしていようよ
来るべきチャンスのためにね","We should lay low for a while, I am sure we will
get our chance to escape eventually.","TRUE"
"Dn/12/08.dat","4","1","Coda","腹減ったんだな
いつまで　メシぬきか　しかし…","I’m so hungry...
When’s lunch?","TRUE"
"Dn/12/08.dat","4","4","Coda","このままだと　お腹と背中が
くっつくんだな　しかし……","At this rate, Coda’s belly might end up becoming
a raisin.","TRUE"
"Dn/14/00.dat","2","1","","巨大なキノコが　道をふさいでいる","A giant mushroom is blocking the path.","TRUE"
"Dn/14/00.dat","2","4","","ソーサラーリングで　燃やせば
通れるようになるかもしれない","You might be able to go through it
if you use the Sorcerer’s Ring.","TRUE"
"Dn/14/01.dat","2","0","","ここからだと　ソーサラーリングが届かない
向こう側から当てるしかなさそうだ","It seems like the Sorcerer’s Ring can’t reach
the other side. You might be able to move it 
from across the river, though.","TRUE"
"Dn/14/01.dat","3","1","","巨大なキノコが　道をふさいでいる","A giant mushroom is blocking the path.","TRUE"
"Dn/14/01.dat","3","4","","ソーサラーリングで　燃やせば
通れるようになるかもしれない","You might be able to go through it
if you use the Sorcerer’s Ring.","TRUE"
"Dn/14/01.dat","5","0","","岩には　不思議な紋様が
浮かび上がっている","This rock is covered with strange patterns.","TRUE"
"Dn/14/01.dat","5","8","","今のソーサラーリングの力なら
壊せるかもしれない","With the power of the Sorcerer’s Ring now,
you might be able to destroy it.","TRUE"
"Dn/14/01.dat","5","13","Kongwei","力が増幅された　今のソーサラーリングなら
この封印を壊せるかもしれないね","We might be able to break of the seal with the
enhanced Sorcerer’s Ring.","TRUE"
"Dn/14/01.dat","5","22","","なにかの　封印なのだろうか？","There’s seems to be some kind of seal on it.","TRUE"
"Dn/14/01.dat","5","27","Kongwei","この封印…　ソーサラーリングで
壊せそうだけど　力が足りないから
今は　無理かな？","This seal... We might be able to break it 
with the Sorcerer’s Ring, but with how it is now,
I do not think it is possible yet.","TRUE"
"Dn/14/01.dat","5","34","","なにかの　封印なのだろうか？","There’s seems to be some kind of seal on it.","TRUE"
"Dn/14/01.dat","5","39","Kongwei","この封印…　あれで壊せそうだけど
力が足りないから　今は無理かな？","This seal... I might be able to break it with ""that,""
but I do not think it has enough power yet.","TRUE"
"Dn/14/02.dat","1","0","","川が流れていて　向こうに渡れない
橋代わりになるものを探そう","The current is too strong here.
We should look for a bridge.","TRUE"
"Dn/14/03.dat","0","12","Grandpwo","なにをしておる
早く親元へ　行け
きっと　会いたがっているはずだ","What are you doing? Go bring that sword to his
father, he must be longing to see his child.","TRUE"
"Dn/14/03.dat","0","25","Grandpwo","自然の厳しさにハートが折れたら
ワシのところへ来るが良い","If nature’s harshness breaks your heart, you
should come and see me.","TRUE"
"Dn/14/03.dat","0","28","Grandpwo","フリーダム　アンド　ソウルフルに
溢れたソングで　ユーたちを迎えよう","I’ll welcome you with a song overflowing with
Freedom and Soul.","TRUE"
"Dn/14/03.dat","0","36","Grandpwo","なに？　ワシのソングをリスニングしたいとな？
いいだろう…","What? You want to listen to my song? All right!","TRUE"
"Dn/14/03.dat","0","39","Grandpwo","　　♪{variable}平和を愛せ　でも無抵抗じゃねぇぜ♪
　　♪殴ったら　殴り返すぐらいはするぜ♪
　　♪だから手加減してね？　プロミスッ♪","♪ Love peace but don’t comply ♪
♪ If you get punched, fight back ♪
♪ Adapt, alright? Promise me. ♪","TRUE"
"Dn/14/03.dat","2","1","","巨大なキノコが　道をふさいでいる","A giant mushroom is blocking the path.","TRUE"
"Dn/14/03.dat","2","4","","ソーサラーリングで　燃やせば
通れるようになるかもしれない","You might be able to go through it
if you use the Sorcerer’s Ring.","TRUE"
"Dn/14/03.dat","3","5","","テントの中から不思議な力を感じる
しかし　なんともいえない匂いがするので
これ以上は近づけない…","You feel a mysterious power coming from inside 
the tent. But you can’t get any closer because of 
the foul smell...","TRUE"
"Dn/14/03.dat","3","11","","なんともいえない匂いがする
これ以上は近づけない…","It stinks so bad that you can’t get any closer...","TRUE"
"Dn/14/04.dat","1","1","","巨大なキノコが　道をふさいでいる","A giant mushroom is blocking the path.","TRUE"
"Dn/14/04.dat","1","4","","ソーサラーリングで　燃やせば
通れるようになるかもしれない","You might be able to go through it
if you use the Sorcerer’s Ring.","TRUE"
"Dn/14/05.dat","2","1","","巨大なキノコが　道をふさいでいる","A giant mushroom is blocking the path.","TRUE"
"Dn/14/05.dat","2","4","","ソーサラーリングで　燃やせば
通れるようになるかもしれない","You might be able to go through it
if you use the Sorcerer’s Ring.","TRUE"
"Dn/14/06.dat","1","1","","巨大なキノコが　道をふさいでいる","A giant mushroom is blocking the path.","TRUE"
"Dn/14/06.dat","1","4","","ソーサラーリングで　燃やせば
通れるようになるかもしれない","You might be able to go through it
if you use the Sorcerer’s Ring.","TRUE"
"Dn/14/06.dat","4","1","","ここから入口まで一気に戻ることができます
入口まで戻りますか？","You can return to the entrance from here.
Do you want to head back to the entrance?","TRUE"
"Dn/14/06.dat","4","5/0","","はい","Yes","TRUE"
"Dn/14/06.dat","4","5/1","","いいえ","No","TRUE"
"Dn/15/01.dat","3","0","","岩には　不思議な紋様が
浮かび上がっている","This rock is covered with strange patterns.","TRUE"
"Dn/15/01.dat","3","8","","今のソーサラーリングの力なら
壊せるかもしれない","With the power of the Sorcerer’s Ring now,
you might be able to destroy it.","TRUE"
"Dn/15/01.dat","3","13","Kongwei","力が増幅された　今のソーサラーリングなら
この封印を壊せるかもしれないね","We might be able to break of the seal with the
enhanced Sorcerer’s Ring.","TRUE"
"Dn/15/01.dat","3","22","","なにかの　封印なのだろうか？","There seems to be a seal on it...","TRUE"
"Dn/15/01.dat","3","27","Kongwei","この封印…　ソーサラーリングで
壊せそうだけど　力が足りないから
今は　無理かな？","This seal... We might be able to break it 
with the Sorcerer’s Ring but, with how it is now,
I do not think it is possible yet.","TRUE"
"Dn/15/01.dat","3","34","","なにかの　封印なのだろうか？","There’s seems to be some kind of seal on it.","TRUE"
"Dn/15/01.dat","3","39","Kongwei","この封印…　あれで壊せそうだけど
力が足りないから　今は無理かな？","This seal... It looks like we can break it but
I do not think it is possible yet.","TRUE"
"Dn/16/00.dat","0","4","Imperial Soldier","もうダメだ…
このままでは王都は負ける…
オズバルドの無謀な戦略のせいで…","We’re screwed...
If this continues, the Imperial Army will lose...
All because of Oswald’s reckless strategy...","TRUE"
"Dn/16/00.dat","1","4","Imperial Soldier","無敵と思われた転生者兵器も
テノスの飛行部隊の空襲には無力だ
あれが直接　王都を攻撃したらと思うと…","Even the seemingly invincible Reincarnator
weapon is powerless before Tenos’ air raid.
If the Imperial Army were to face that...","TRUE"
"Dn/16/00.dat","2","4","Imperial Soldier","帰りたい…　死にたくない…
お母さん　お母さん…","I want to go home... I don’t want to die...
Mom, mom...","TRUE"
"Dn/16/00.dat","3","4","Imperial Soldier","出来ることなら　家で死にたかったな…
クソ……","I wish I could’ve died at home peacefully...
Damn it...","TRUE"
"Dn/16/00.dat","4","4","Imperial Soldier","クソッ…
このままじゃアイツは……","Damn...
At this rate, he’ll...","TRUE"
"Dn/16/00.dat","4","7","Imperial Soldier","ここはなんとしても　生き延びなければ！
しかし　どうやって…","We have to survive this, no matter what!
But how...","TRUE"
"Dn/16/00.dat","5","5","Imperial Soldier","なんで…　なんで…こんな無茶な作戦……
ん…？　誰だ…？　誰かそこにいるのか……？","W-why... did we use such a reckless strategy...
Hm...? W-who’s there...? Anybody...?","TRUE"
"Dn/16/00.dat","5","8","Imperial Soldier","敵…じゃあなさそうだな…
それなら　これを…","It’s... not the enemy...
Then, this...","TRUE"
"Dn/16/00.dat","5","12","Imperial Soldier","アンタは…生き延びてくれよ…","You... Stay alive...","TRUE"
"Dn/16/00.dat","5","19","Imperial Soldier","……………………","...","TRUE"
"Dn/16/01.dat","0","8","Tenos Soldier","なぜ民間人がこんな所にいる！！
これをやるから　さっさと立ち去れ！","Why the hell are there civilians here!!
I’ll do you a favor, so GET OUT OF HERE!","TRUE"
"Dn/16/01.dat","0","17","Tenos Soldier","民間人はさっさと　ここから立ち去れ！","ALL CIVILIANS, PLEASE EVACUATE THE AREA!","TRUE"
"Dn/16/01.dat","0","25","Tenos Soldier","このまま続けていれば
俺たちが勝利していたはずなのに
停戦を申し込むとは……","If we’d have kept going, we would’ve won.
But we’re asking for a truce...","TRUE"
"Dn/16/01.dat","0","28","Tenos Soldier","きっと　アルベール様には
なにか策がおありなのだろうな","I’m sure Master Albert has a plan.","TRUE"
"Dn/16/01.dat","1","6","Tenos Soldier","二度も　レグヌムの支配を許してなるものかッ！","I will not let Regnum seize control over us again!","TRUE"
"Dn/16/01.dat","1","14","Tenos Soldier","王都軍が　撤退するとは
夢にも思わなかった","Never in my wildest dreams did I imagine that the
Imperial Army would retreat.","TRUE"
"Dn/16/01.dat","1","17","Tenos Soldier","この休戦も　アルベール様だからこそ
出来たことなんだろうな","This truce was only possible due to Master Albert.","TRUE"
"Dn/16/01.dat","2","6","Tenos Soldier","航空支援はまだか！！
空を制するテノスの軍事力を
レグヌムのヤツらに思い知らせてやる！！","No air support yet!!
I’m gonna remind Regnum that Tenos maintains
air superiority over the skies.","TRUE"
"Dn/16/01.dat","2","14","Tenos Soldier","国へ帰る前に死んだ仲間たちを
弔っているんだ","I’m mourning my dead friends before I head back
home.","TRUE"
"Dn/16/01.dat","3","6","Tenos Soldier","フン！　見たか　レグヌムめ！","Hmph! You see that, Regnum!","TRUE"
"Dn/16/01.dat","3","9","Tenos Soldier","だが　まだ我が国
我が軍が受けた屈辱の半分にも満たぬ！
このまま一気に　殲滅してくれよう！","However, this is not even worth half the
humiliation our army suffered from you guys.
Let’s annihilate them in one fell swoop!","TRUE"
"Dn/16/01.dat","3","17","Tenos Soldier","休戦と言えど
まだレグヌムへの怨みは晴れてはおらん…","The war may be over with the truce, but my
grudge against Regnum persists...","TRUE"
"Dn/16/01.dat","4","6","Imperial Soldier","…………{variable}味方か…？
それなら　これを……","...An ally...?
Then, take this...","TRUE"
"Dn/16/01.dat","4","15","Imperial Soldier","…………………………","...","TRUE"
"Dn/17/00.dat","5","14","","剣が刺さっている
不思議な力を感じるが
特におかしなところはなさそうだ","There’s a sword here.
You can feel power coming out from it, but there
doesn’t seem to be anything strange about it.","TRUE"
"Dn/17/00.dat","5","20","","剣が刺さっている","There’s a sword here.","TRUE"
"Dn/17/00.dat","7","0","","岩には　不思議な紋様が
浮かび上がっている","This rock is covered with strange patterns.","TRUE"
"Dn/17/00.dat","7","8","","今のソーサラーリングの力なら
壊せるかもしれない","With the power of the Sorcerer’s Ring now,
you might be able to destroy it.","TRUE"
"Dn/17/00.dat","7","13","Kongwei","力が増幅された　今のソーサラーリングなら
この封印を壊せるかもしれないね","We might be able to break of the seal with the
enhanced Sorcerer’s Ring.","TRUE"
"Dn/17/00.dat","7","22","","なにかの　封印なのだろうか？","There seems to be a seal on it...","TRUE"
"Dn/17/00.dat","7","27","Kongwei","この封印…　ソーサラーリングで
壊せそうだけど　力が足りないから
今は　無理かな？","This seal... We might be able to break it 
with the Sorcerer’s Ring but, with how it is now,
I do not think it is possible yet.","TRUE"
"Dn/17/00.dat","7","34","","なにかの　封印なのだろうか？","There’s seems to be some kind of seal on it.","TRUE"
"Dn/17/00.dat","7","39","Kongwei","この封印…　あれで壊せそうだけど
力が足りないから　今は無理かな？","This seal... It looks like we can break it but
I do not think it is possible yet.","TRUE"
"Dn/17/01.dat","0","382","","エラー","Error","TRUE"
"Dn/17/01.dat","1","430","","エラー","Error","TRUE"
"Dn/17/01.dat","1","452","","氷が穴に落ちずに
通り過ぎてしまった","The ice block slid straight past the hole without 
falling in.","TRUE"
"Dn/17/01.dat","1","455","","どうやら　氷の形に合った穴に
落とさなければ　ならないようだ","It appears the shapes of the ice block and the 
hole need to match.","TRUE"
"Dn/17/01.dat","2","349","","エラー","Error","TRUE"
"Dn/17/01.dat","2","371","","氷が穴に落ちずに
通り過ぎてしまった","The ice block slid straight past the hole without 
falling in.","TRUE"
"Dn/17/01.dat","2","374","","どうやら　氷の形に合った穴に
落とさなければ　ならないようだ","It appears the shapes of the ice block and the 
hole need to match.","TRUE"
"Dn/17/01.dat","3","347","","エラー","Error","TRUE"
"Dn/17/01.dat","4","377","","エラー","Error","TRUE"
"Dn/17/01.dat","5","431","","エラー","Error","TRUE"
"Dn/17/01.dat","6","340","","エラー","Error","TRUE"
"Dn/17/01.dat","6","362","","氷が穴に落ちずに
通り過ぎてしまった","The ice block slid straight past the hole without 
falling in.","TRUE"
"Dn/17/01.dat","6","365","","どうやら　氷の形に合った穴に
落とさなければ　ならないようだ","It appears the shapes of the ice block and the 
hole need to match.","TRUE"
"Dn/17/01.dat","7","341","","エラー","Error","TRUE"
"Dn/17/01.dat","8","377","","エラー","Error","TRUE"
"Dn/17/01.dat","9","422","","エラー","Error","TRUE"
"Dn/17/01.dat","10","345","","エラー","Error","TRUE"
"Dn/17/01.dat","11","341","","エラー","Error","TRUE"
"Dn/17/01.dat","12","122","","エラー","Error","TRUE"
"Dn/17/01.dat","13","122","","エラー","Error","TRUE"
"Dn/17/03.dat","5","1","","ここから入口まで一気に戻ることができます
入口まで戻りますか？","You can return to the entrance from here.
Do you want to head back to the entrance?","TRUE"
"Dn/17/03.dat","5","5/0","","はい","Yes","TRUE"
"Dn/17/03.dat","5","5/1","","いいえ","No","TRUE"
"Dn/17/04.dat","0","36","Spada","おッ！　記憶の場　発見！","Look! There’s a memory spring there!","TRUE"
"Dn/17/04.dat","0","41","Hermana","よっしゃ　今回は
ウチが　一番乗りしたろ！","Oh! Oh! Mah turn!","TRUE"
"Dn/18/01.dat","15","2","Tenos Soldier","屋上まで　ご案内いたしますが
どうしますか？","I shall lead you to the rooftop.
Would you like to go now?","TRUE"
"Dn/18/01.dat","15","6/0","","案内を頼む","Have him lead the way","TRUE"
"Dn/18/01.dat","15","6/1","","今はやめておく","Not now","TRUE"
"Dn/18/03.dat","1","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","2","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","3","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","5","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","6","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","9","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","11","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","13","0","Ruca","あ","Ah","TRUE"
"Dn/18/03.dat","18","47","QQ","なぁなぁ！
あの機械は　なにか？","Oooooh!
What that machine?","TRUE"
"Dn/18/03.dat","18","87","Ricardo","どうやら
ベルトコンベアで　運んでいる部品の
品質をチェックしているようだ","It appears to me that this conveyer belt checks 
the machinery that passes through it.","TRUE"
"Dn/18/03.dat","18","94","Illia","なんでわざわざ
そんなことするわけ？","Why does a chute open sometimes?","TRUE"
"Dn/18/03.dat","18","101","Ricardo","欠陥がある部品を組み込んで
機械が爆発したら事だろう","Most likely a safety precaution. A machine with 
faulty parts can run the risk of explosion.","TRUE"
"Dn/18/03.dat","18","104","Ricardo","そうならないため　事前にチェックをし
不良品は下へ廃棄している
というわけだ","In order to avoid such accidents, it’s necessary to
check each component of the machine before
assembling it. ","TRUE"
"Dn/18/03.dat","18","113","Illia","ふ～ん　そんなもんなの？","Ohh... is that so?","TRUE"
"Dn/18/03.dat","18","120","Ruca","けど　どうやってこの先に
進めばいいの？","Well that’s nice, but what do we do next?
How do we get past here?","TRUE"
"Dn/18/03.dat","18","128","Ricardo","あのベルトコンベアに
乗って行くしかなさそうだが…
上にある装置がカギだな","We’ll have to ride the conveyor belt ourselves.
The only question is...
What are the conditions for rejecting items?","TRUE"
"Dn/18/03.dat","18","134","Ricardo","さて…","Let’s see...","TRUE"
"Dn/18/03.dat","18","139","Ricardo","ルカ
試しにそこのベルトコンベアに
乗ってみてはくれないか？","Ruca, try riding that conveyor belt over there.","TRUE"
"Dn/18/03.dat","18","143","Ruca","ボクが？
うん　いいけど…","Me? Okay.","TRUE"
"Dn/18/03.dat","18","181","Illia","な～んだ
全然　平気そうじゃない！","Looks fine to me. 
Alright, my turn.","TRUE"
"Dn/18/03.dat","18","209","Illia","にゃあぁぁにぃぃぃ～～…！","WHAT IN TAR-!?","TRUE"
"Dn/18/03.dat","18","223","Ricardo","ふむ　不良品は廃棄場へ送られた…か
どうやら装置は人に対しても
正常に機能しているようだな","Hmm... So even Illia got rejected, huh?
It looks like this machine also checks for human
faults.","TRUE"
"Dn/18/03.dat","18","239","Illia","ちょっと！
それ　どういう意味よ！","Hold up! Are you seriously calling me faulty?","TRUE"
"Dn/18/03.dat","18","245","Ricardo","みんな　イリアが身をもって
あの装置が　正常に動作していることを
証明してくれた","Everyone, as you all have seen, our dear friend, 
Illia, has confirmed that this mechanism also 
applies for humans.","TRUE"
"Dn/18/03.dat","18","248","Ricardo","彼女の尊い犠牲を
無駄にしてはならない…","Take this to heart and don’t let her sacrifice go
to waste.","TRUE"
"Dn/18/03.dat","18","255","Illia","死んだみたいにいうなぁ！！","And don’t kill me off that easily either!","TRUE"
"Dn/18/03.dat","18","261","Illia","まったく…　それより
下のフロアに通路があって
奥へ進めそうな感じだったけど？","Whew... Anyways, I saw a passageway under 
this floor when I fell earlier. It looks like we 
can go deeper through the factory through it.","TRUE"
"Dn/18/03.dat","18","269","Ricardo","なるほど
単身視察で　ルートを見つけ出すとは
さすがだな","I see... I must commend you for easily discerning 
a route that we can take in that small moment.","TRUE"
"Dn/18/03.dat","18","276","Illia","そいつは　どーも…","...No problem.","TRUE"
"Dn/18/05.dat","0","2","","{blue}{variable}機械の画面には
{fixed}『{variable}６{fixed}−{variable}Ｅ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [6-E].","FALSE"
"Dn/18/05.dat","1","2","","{blue}{variable}機械の画面には
{fixed}『{variable}２{fixed}−{variable}Ｒ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [2-R].","FALSE"
"Dn/18/05.dat","2","2","","{blue}{variable}機械の画面には
{fixed}『{variable}４{fixed}−{variable}Ｆ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [4-F].","FALSE"
"Dn/18/05.dat","3","2","","{blue}{variable}機械の画面には
{fixed}『{variable}３{fixed}−{variable}Ｉ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [3-I].","FALSE"
"Dn/18/05.dat","4","2","","{blue}{variable}機械の画面には
{fixed}『{variable}７{fixed}−{variable}Ｌ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [7-L].","FALSE"
"Dn/18/05.dat","5","2","","{blue}{variable}機械の画面には
{fixed}『{variable}１{fixed}−{variable}Ｏ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [1-O].","FALSE"
"Dn/18/05.dat","6","2","","{blue}{variable}機械の画面には
{fixed}『{variable}５{fixed}−{variable}Ｉ』
という文字が映し出されている","{blue}The machine’s monitor shows the letters [5-I].","FALSE"
"Dn/18/05.dat","7","1","","{blue}{variable}パスワードを入力してください","{blue}Please enter the password.","FALSE"
"Dn/18/05.dat","7","7","","{blue}{variable}１文字目を　入力してください","{blue}Please enter the first character.","FALSE"
"Dn/18/05.dat","7","12","","{blue}{variable}２文字目を　入力してください","{blue}Please enter the second character.","FALSE"
"Dn/18/05.dat","7","17","","{blue}{variable}３文字目を　入力してください","{blue}Please enter the third character.","FALSE"
"Dn/18/05.dat","7","22","","{blue}{variable}４文字目を　入力してください","{blue}Please enter the fourth character.","FALSE"
"Dn/18/05.dat","7","27","","{blue}{variable}５文字目を　入力してください","{blue}Please enter the fifth character.","FALSE"
"Dn/18/05.dat","7","32","","{blue}{variable}６文字目を　入力してください","{blue}Please enter the sixth character.","FALSE"
"Dn/18/05.dat","7","37","","{blue}{variable}７文字目を　入力してください","{blue}Please enter the seventh character.","FALSE"
"Dn/18/05.dat","7","43/0","","『Ｅ』を入力","Enter [E]","FALSE"
"Dn/18/05.dat","7","43/1","","『Ｆ』を入力","Enter [F]","FALSE"
"Dn/18/05.dat","7","43/2","","『Ｉ』を入力","Enter [I]","FALSE"
"Dn/18/05.dat","7","43/3","","『Ｌ』を入力","Enter [L]","FALSE"
"Dn/18/05.dat","7","43/4","","『Ｏ』を入力","Enter [O]","FALSE"
"Dn/18/05.dat","7","43/5","","『Ｒ』を入力","Enter [R]","FALSE"
"Dn/18/05.dat","7","68","","パスワードが違います","{red}Password Incorrect.","FALSE"
"Dn/18/05.dat","8","2","","{blue}{variable}現在のセキュリティレベル{fixed}：{red}{variable}Ａ
{blue}屋上への通路{fixed}　　　　　　：{red}{variable}封鎖
{blue}メインルームへの通路{fixed}　　：{red}{variable}封鎖","{blue}Current security level: {red}A
{blue}Roof passage: {red}Locked
{blue}Main passage: {red}Locked","FALSE"
"Dn/18/05.dat","8","5","","{blue}{variable}各端末にメッセージを出力完了","{blue}Completed outputting message to each terminal.","FALSE"
"Dn/18/05.dat","8","8","","{blue}{variable}緊急時の場合は
{red}別端末にパスワードを入力{blue}し
セキュリティを解除をしてください","{blue}In case of emergency, please enter the password 
on a {red}different terminal {blue}to disable the security.","FALSE"
"Dn/18/07.dat","0","44","Albert","もう準備は　いいのかい？","Are you finished with your preparations?","TRUE"
"Dn/18/07.dat","0","49/0","","はい","Yes","TRUE"
"Dn/18/07.dat","0","49/1","","いいえ","No","TRUE"
"Dn/18/07.dat","0","58","Albert","急いでくれよ
飛行船の用意は
まもなく　終わるはずだ","Hurry then, the airship will be 
ready to go soon.","TRUE"
"Dn/18/07.dat","0","67","Albert","やぁ　みなさん
なにか困ったことがあったら
言ってくださいね","Hello everyone, please feel free to talk to me
if you’re having troubles.","TRUE"
"Dn/18/07.dat","2","2","Tenos Soldier","入り口まで　ご案内いたしますが
どうしますか？","I shall lead you to the entrance.
Would you like to go now?","TRUE"
"Dn/18/07.dat","2","6/0","","案内を頼む","Have him lead the way","TRUE"
"Dn/18/07.dat","2","6/1","","今はやめておく","Not now","TRUE"
"Dn/18/07.dat","3","32","Albert","オリフィエル
君の心は　いつだって
僕とともにある　いつだって…","Orifiel, your heart will always be with me...
Always...","TRUE"
"Dn/18/07.dat","3","43","Ange","そう　ヒンメル
私は　あなたを裏切れない…","Indeed... Himmel, I will never betray you...","TRUE"
"Dn/19/00.dat","0","1","Church Soldier","へっへっへっ　マティウス様には内緒ですぜ
ウチも生活が厳しいんでね","Hehehe, don’t tell Lady Mattheus.
It’s already hard enough making a living.","TRUE"
"Dn/19/02.dat","0","3","","緑色の扉がロックされています","The green door is locked.","TRUE"
"Dn/19/02.dat","0","6","","緑色の扉を開け
青色の扉をロックしますか？","Release the lock on the green door and lock 
the blue door?","TRUE"
"Dn/19/02.dat","0","10/0","","はい","Yes","TRUE"
"Dn/19/02.dat","0","10/1","","いいえ","No","TRUE"
"Dn/19/02.dat","0","49","","青色の扉がロックされています","The blue door is locked.","TRUE"
"Dn/19/02.dat","0","52","","青色の扉を開け
緑色の扉をロックしますか？","Release the lock on the blue door and lock 
the green door?","TRUE"
"Dn/19/02.dat","0","56/0","","はい","Yes","TRUE"
"Dn/19/02.dat","0","56/1","","いいえ","No","TRUE"
"Dn/19/02.dat","1","3","","黄色の扉のロックを
解除しますか？","Unlock the yellow door?","TRUE"
"Dn/19/02.dat","1","7/0","","はい","Yes","TRUE"
"Dn/19/02.dat","1","7/1","","いいえ","No","TRUE"
"Dn/19/02.dat","1","37","","黄色の扉をロックしますか？","Lock the yellow door?","TRUE"
"Dn/19/02.dat","1","41/0","","はい","Yes","TRUE"
"Dn/19/02.dat","1","41/1","","いいえ","No","TRUE"
"Dn/19/02.dat","2","1","","ここから入口まで一気に戻ることができます
入口まで戻りますか？","You can return to the entrance from here.
Do you want to head back to the entrance?","TRUE"
"Dn/19/02.dat","2","5/0","","はい","Yes","TRUE"
