"File","#","Names","Japanese","English"
"Dn/18/07/740.dat","190","Albert","僕は ずっとオリフィエルになりたかった
僕を導き 僕を守ってくれた
オリフィエルに…","I always wanted to be like Orifiel. The one who
protected me, the one who made me the way I 
am now."
"Dn/18/07/740.dat","194","Albert","そんな オリフィエルを
死なせたりするものか！","As if I’d let him die!"
"Dn/18/07/740.dat","199","Albert","僕は オリフィエルのためなら…
オリフィエルのいる この世界のためなら
いつだって 死んでやる！","For Orifiel, I... For the world Orifiel is in...
I will die as many times as it takes!"
"Dn/18/07/740.dat","213","Hermana","ちょお 待ってぇや
ほな あいつ
ええヤツちゃうんかいな？","Hey, hol’ up! Ain’t he a good feller?"
"Dn/18/07/740.dat","217","QQ","キュキュも 思う
あいつ いいヤツじゃないか？","QQ thinks so too. Isn’t he good guy?"
"Dn/18/07/740.dat","221","Spada","そうだよな
オレたち 戦う必要なくねェ？","Yeah... there wasn’t any need for us to fight in
the first place."
"Dn/18/07/740.dat","226","Illia","それより あいつのセリフ聞いた？
あんなのアンジュへの
プロポーズと 同じじゃないの…","That’s fine and all, but did you guys listen to his
speech earlier? Isn’t that practically the same
as a proposal to Ange?"
"Dn/18/07/740.dat","238","Ange","ど… どうして
この子は 大事なことを
最後に言うのよ…","Wh-Why did you not mention that before...?"
"Dn/18/07/740.dat","242","Albert","言えば 君が創世力を…
僕の命を 使うわけがないからさ","If I did, you wouldn’t have let me
use the Genesis in the first place."
"Dn/18/07/740.dat","249","Illia","バッカバカしい！ あんたバカじゃないの？
そんなことされたら
アンジュだって いい迷惑よ！","Ugh, are you stupid? If you sacrificed yourself
then she’d just end up blaming herself!"
"Dn/18/07/740.dat","255","Albert","君たちには 関係ない！
これは僕と オリフィエルの…","This has nothing to do with you all! This is
between me and Orifiel on--"
"Dn/18/07/740.dat","276","Ange","関係あります！
彼らは 私の大事な仲間ですから！","They do have something to do with
this! They are my dearest friends!"
"Dn/18/07/740.dat","280","Ange","大事な仲間と あなたの間で
私が どれだけ
悩んだと 思っているの！","Do you have any idea how much I worried 
about you and my friends!?"
"Dn/18/07/740.dat","284","Albert","僕が望むのは 君の幸せだけだ
君のためなら 僕は…","I only wish for your happiness.
As long as it’s for you I--"
"Dn/18/07/740.dat","294","Ange","お黙りなさい！ ヒンメル！
それ以上 なにか言ったら
お尻ペンペンですよ！","Silence, Himmel! If you say anything 
more, then I shall have to spank you!"
"Dn/18/07/740.dat","299","Albert","ひぃ！
そ… それだけは 許して！
ごめんよ オリフィエル！","O-Oh no! A-Anything but that! I’m sorry, Orifiel!"
"Dn/18/07/740.dat","303","Hermana","………………
{variable}なんや あいつ
スカしとったんは ポーズかいな…","Oh... An’ he’s suddenly kneelin’..."
"Dn/18/07/740.dat","309","Albert","……{variable}って あ…
つ… つい 前世のクセが…","Oh, pardon me... Just... habits... fr-from the past..."
"Dn/18/07/740.dat","316","Ruca","ま… まあ それはそうと
天空城に 創世力があるって
わかったんだよね？","Th-that said... Are you sure the Genesis is at 
Ciela Castello?"
"Dn/18/07/740.dat","320","Spada","そうだよ マティウスの手に渡る前に
オレたちが 手に入れちまわないと！
な？","Yeah. We gotta get there first before Mattheus
does! Right, guys?"
"Dn/18/07/740.dat","326","Mattheus","…{variable}それは 困るな","That would be quite troublesome."
"Dn/18/07/740.dat","391","Ruca","マティウス…ッ！！","Mattheus!"
"Dn/18/07/740.dat","398","Mattheus","これは 驚いた
天空城が 地に落ちることなく
まだ 天にあったとはな","I’m quite surprised, you know. To think that
Ciela Castello did not fall with Cielo, but still 
remains in the sky to this day!"
"Dn/18/07/740.dat","402","Mattheus","いくら 地上を探しても 創世力が
見つからぬはずだ","If it’s there, then you’ll never find it anywhere
on the ground. No matter how much you search."
"Dn/18/07/740.dat","406","Mattheus","天空城… 天上界を滅ぼすために
創世力の使われた場所…
その在りかとしては 理にかなっている","It makes sense now... Ciela Castello... The place 
where the Genesis was last used..."
"Dn/18/07/740.dat","410","Ruca","創世力の使われた場所…？
どうして そんなことを知ってるんだ…
おまえは 一体何者なんだ！？","The place where the Genesis was last used?
How do you know such a thing? Who are you?"
"Dn/18/07/740.dat","416","Mattheus","そうか
私が誰か わからぬか
ハハハハハ…","I see! So you still don’t know, huh?
Hahahahaha!"
"Dn/18/07/740.dat","425","Mattheus","いいだろう
これを見れば 多少の心当たりも
あるのではないか？","So be it! Hopefully this face stirs something
within those memories of yours."
"Dn/18/07/740.dat","476","Ruca","あれは…！","You’re..."
"Dn/18/07/740.dat","480","Illia","そんな…
その顔は イナンナ…？
どうして…","Inanna...?! How...?"
"Dn/18/07/740.dat","489","Mattheus","ハハハハハ！
私の顔ひとつで
ずいぶんな うろたえぶりだな","Ahahahahaha!
You’re all getting flustered over my face!"
"Dn/18/07/740.dat","494","Mattheus","まあ そこで永遠に
私の前世について 思案するがいい","As you can see, I’ve had forever to ponder
about my past life."
"Dn/18/07/740.dat","499","Mattheus","創世力が 天空城にあると判れば
こちらのもの","Once I’ve made sure that the Genesis
is in the Ciela Castello, it would be..."
"Dn/18/07/740.dat","504","Mattheus","ちょうどいい アルベール
この船は 我が教団が
接収させて もらうぞ","...just right. Albert, this ship is now 
under the Church’s jurisdiction."
"Dn/18/07/740.dat","560","Spada","ど… どーすんだよ！
あいつらに
先 越されちまうじゃねェか！","Wh-What do we do? They just took the ship!"
"Dn/18/07/740.dat","565","Albert","ただちに
別の船を用意させよう","I’ll just have another ship prepared."
"Dn/18/07/740.dat","579","Hermana","なんや 自分
協力してくれるんかいな","In the end, ya cooperated with us."
"Dn/18/07/740.dat","583","Albert","オ… オリフィエルに…
いや アンジュに逆らって
お尻ペンペンは ごめんだからね","I don’t want to disobey Orifi-- Ange
and get spanked again."
"Dn/18/07/740.dat","590","Ange","…{variable}アルベール","Oh, Albert..."
"Dn/18/07/740.dat","595","Albert","さあ 君たち
用意ができたら
いつでも 声をかけてくれ","Now, everyone, once you’ve made your 
preparations, come speak with me."
"Dn/18/07/740.dat","599","","アンジュがパーティーに復帰した！","[Ange returned to the party]"
"Dn/18/07/750.dat","37","Albert","アンジュ 気をつけて
必ず 戻っておいでよ","Ange, take care of yourself.
Be sure to come back."
"Dn/18/07/750.dat","43","Albert","その飛行船は
君と空中デートを 楽しむために
特別に用意させたものなのだから","I made sure to specifically prepare 
this airship for our enjoyment."
"Dn/18/07/750.dat","49","Ange","そ… その件に関しては
戻ってから ゆっくり話しましょ
さあ 行くわよ みんな！","About that, perhaps we should have a good talk 
when I return, okay? Let us be off, everyone."
"Dn/19/03/700.dat","97","Ruca","マティウス！
おまえに
創世力は 渡さないぞ！","Mattheus, we won’t let you have the Genesis!"
"Dn/19/03/700.dat","118","Illia","マティウス あんた なんで
イナンナと同じ顔してるのよ！
イナンナは あたしよ！","Mattheus, why do you share the same 
face as Inanna’s? I’m Inanna!"
"Dn/19/03/700.dat","125","Mattheus","本当に 知りたいのか？
そのわけを…","Do you really want to know?
What happened on that day..."
"Dn/19/03/700.dat","132","Illia","……{variable}痛ッ！
あ… 頭が…","Ow! M-my head..."
"Dn/19/03/700.dat","148","Mattheus","ふふふ… イリア
おまえの その頭の痛みは
魂の痛み","Ohohoho... Oh Illia, that headache of yours
is the pain your soul is feeling."
"Dn/19/03/700.dat","156","Mattheus","真実を 思い出したくない
おまえの魂が そうさせるのだ","Your soul doesn’t want you to remember the truth."
"Dn/19/03/700.dat","163","Illia","ど… どういう意味よ…
それ…","W-what... exactly... Do you... mean...?"
"Dn/19/03/700.dat","170","Mattheus","いずれ わかる","You’ll know eventually."
"Dn/19/03/700.dat","178","Mattheus","そんなことより ルカ
おまえは こちらへ 来ぬのか？
今ならともに 歩む道もあるのだがな","That said, Ruca, are you not coming here?
After all, you’re only a few steps away."
"Dn/19/03/700.dat","186","Ruca","そ…
そんなことするわけないだろ！","A-As if I’d do something like that!"
"Dn/19/03/700.dat","194","Mattheus","いいや ルカ
おまえは 私と手を組むことを望んでいる
そう… おまえの本心ではな","No, Ruca, you yearn to collaborate
with us. It is what you truly feel."
"Dn/19/03/700.dat","200","Mattheus","いずれ望んで その手を差し出すことになる
それこそが おまえの求める 魂の救済
唯一の道だからな","Soon, when you so desire it to be, you shall reach
out to me. That is the only way, if the soul’s 
salvation is truly what you desire."
"Dn/19/03/700.dat","212","Spada","そんな バカな話
あるわけねェだろ！","As if that’s what we wanted in the first place!"
"Dn/19/03/700.dat","219","Mattheus","ふッ…
果たして そうかな…
まあ いい","Or so you thought... Forget it."
"Dn/19/03/700.dat","225","Mattheus","この距離なら もはや飛行船など不要
貴様らの相手は
こいつに 任せるとしよう","There’s no more need for an airship at this
distance. I’ll leave this child to you.
Do your best to entertain him."
"Dn/19/03/700.dat","287","Mattheus","さあ チトセ シアン
行くぞ 天空城へ！","Chitose, Sian let’s go. To the Ciela Castello!"
"Dn/19/03/700.dat","293","Chitose","はい！","Yes, ma’am."
"Dn/19/03/700.dat","301","Sian","行きましょう
マティウスさま！","Let’s go, Lady Mattheus!"
"Dn/19/03/700.dat","331","Mattheus","創世力の在りかが 判明した 今
悪いが 少しばかり
時間稼ぎを させてもらう","I’m sorry but I’ll have you stay here for a bit
while I make sure that the Genesis is in the
Ciela Castello."
"Dn/19/03/700.dat","368","Mattheus","では 空中散歩を
存分に 楽しんでくれ
そう簡単に死んでくれるなよ ルカ","Enjoy this little stroll to your hearts’ content. 
Don’t die on me, Ruca."
"Dn/19/03/700.dat","390","Spada","あの野郎！
なにしやがる！","That witch!
How dare she!"
"Dn/19/03/710.dat","55","Ruca","う… うわッ！！","W-Woah!!"
"Dn/19/03/710.dat","62","Spada","マティウスの野郎！
オレたちもろとも
この船を 沈める気かよ！","That witch! Is she trying to
sink us down with the ship!?"
"Dn/19/03/710.dat","78","Ricardo","失速しかけているぞ
このままだと 墜落する！
俺たちの船に戻るんだ 急げ！","At this rate the ship will crash! 
We need to go back to our ship immediately!"
"Dn/20/00/711.dat","31","Illia","え…… なに 急に…
あたし なにを
思い出そうとしてるの…？","Huh...? What am I trying to
remember all of a sudden...?"
"Dn/20/00/720.dat","25","Illia","そうだ あたしは…
イナンナは 地上人を心底憎んでいた","Oh... I... Inanna hated Terrans 
from the bottom of her heart."
"Dn/20/00/720.dat","30","Illia","お母さまは 地上人のために
地上を 豊かな地に変えようとしたのに
ただ それだけなのに…","Mother descended to Terro for its people, 
to bless its land...  that’s all she was 
gonna do... but..."
"Dn/20/00/720.dat","34","Illia","ありもしない 迷信を信じて
お母さまを その手にかけた地上人を
「あたし」は 憎んでいた…","She died at the hands of those who were 
led astray by mere superstition and that’s
what made “me” hate them..."
"Dn/20/00/720.dat","43","Ruca","どうしたの イリア…
ホントに大丈夫？","Illia, are you really alright?"
"Dn/20/00/720.dat","50","Illia","……{variable}うん
大丈夫だってば！
なんでもない なんでもない！","I’m fine, I’m fine! It’s nothing!"
"Dn/20/00/730.dat","53","Ricardo","急げ！
脱出する！","Hurry! 
We’re leaving!"
"Dn/20/01/701.dat","25","Spada","これは 確かセンサスの兵士
夢に よく出てきた…","This is... a Sensus soldier. 
It’s really well done."
"Dn/20/01/701.dat","30","Hermana","そうそう センサスの兵士らが
天上界崩壊のとき
そのまま 石になってん","Right, right. When Cielo was collapsin’, 
the Sensus soldiers that remained 
slowly became stone."
"Dn/20/01/701.dat","34","Hermana","そやから それは
ただの石像やのうて
神さんの亡骸やね","That’s why these stone statues 
are actually a god’s remains."
"Dn/20/01/701.dat","39","Ange","エル どうして
そんなことを 知ってるの？","Hermie, how is it you know such a thing?"
"Dn/20/01/701.dat","45","Hermana","前にも 言うたやん
天上界が 崩壊した後も ウチだけが…
ヴリトラだけが ひとり残ったって","Didn’t Ah say it ‘fore? When Cielo collapsed, 
Ah-- no, Vritra was the only one left."
"Dn/20/01/701.dat","49","Hermana","そやから 天上界の最期は
ウチが 看取ったったようなもんやな","That’s why, Ah was the only one who 
looked after Cielo til the end."
"Dn/20/01/701.dat","69","Spada","あ……
天空城にいた頃の
オレの記憶…？","I remember... memories from 
when I was in this place..."
"Dn/20/01/710.dat","30","Ruca","ねえ スパーダ
その石像が どうかしたの？","Spada, is something the matter 
with that statue?"
"Dn/20/01/710.dat","36","Spada","ああ… いや なんでもねェさ
さあ 先を急ごうぜ","Oh, nothing. Let’s hurry."
"Dn/20/11/701.dat","26","Ange","あら なにかしら この石像
他とは 少し違うみたいね","I wonder... this statue appears to be 
different from to the others."
"Dn/20/11/701.dat","31","Hermana","アンジュ姉ちゃん
天空城に 住んどったはずやのに
忘れてしもたんかいな","Sis Ange, don’ tell me ya don’ remember... 
even though ya stayed here."
"Dn/20/11/701.dat","35","Hermana","それ あんま
そば寄らんほうが ええで","It’s best if ya don’ get close ta it."
"Dn/20/11/701.dat","41","Ange","え？
どうして？","Huh? Why is that?"
"Dn/20/11/701.dat","45","Hermana","そらぁ そいつは…","Well that’s..."
"Dn/20/11/701.dat","63","Ange","きゃ～～～ッ！！","Ahhh～～!!"
"Dn/20/11/701.dat","79","Hermana","侵入者を 撃退するための
門番やさかい…","...a gatekeeper designed to drive back intruders."
"Dn/20/11/701.dat","84","Hermana","って
アンジュ姉ちゃん 人の話よう聞きや","Sis Ange, at least listen ta me."
"Dn/20/11/701.dat","92","Ange","そういうのは 先に言ってよね！
エルったら もう！","Sheesh, Hermie! 
You should have told that to me earlier!"
"Dn/20/11/710.dat","32","Hermana","門番が 動き出したっちゅうことは
天空城が 眠りから
覚めつつあるんかもなぁ","The fact that gatekeeper moved means that 
the Ciela Castello must’ve started ta wake up."
"Dn/20/11/710.dat","38","Hermana","ほら これで奥へ
行けるようになったで
ほな みんな行こか","Well, we can move on through now. 
Let’s git."
"Dn/20/11/710.dat","67","Illia","あ…
また 見える……","Oh... It’s happening again..."
"Dn/20/11/730.dat","26","Illia","あたし 本当に
この先へ 進んでいいの？
本当に…","Is it really fine for me to 
keep going at this point?"
"Dn/20/11/730.dat","32","Ruca","イリア
さあ 急ごう！","Illia, come on let’s go."
"Dn/20/11/730.dat","37","Illia","あ… うん
わかってるわよ！","Y-Yeah. Sure, let’s go!"
"Dn/20/12/701.dat","42","Ruca","これは 僕とイナンナ…
そして 折れたデュランダル…","This is... me and Inanna... and a 
broken Durandal..."
"Dn/20/12/701.dat","46","Spada","おい… どういうことだよ
アスラとイナンナ 刺し違えてるぜ？","H-Hey... Wh-what the hell?
A-Asura and Inanna are... stabbing each other..."
"Dn/20/12/701.dat","50","Ange","これも ただの石像じゃなくて
本物なの…？","This is more than a mere statue... Is it real?"
"Dn/20/12/701.dat","54","Illia","なによ
…なんなのよ これ？","What... What on Terro is this...?"
"Dn/20/12/701.dat","63","Mattheus","飛行船の墜落は
免れたようだな","It appears that you lot manage to survive that."
"Dn/20/12/701.dat","85","Mattheus","それを見て わかっただろう
なぜ天上界が 消滅したか","Bear witness. A simple glance and 
you’ll understand why Cielo fell."
"Dn/20/12/701.dat","91","Ruca","わからないよ！
僕とイリアが…","I don’t! Why would Illia and I--"
"Dn/20/12/701.dat","95","Ruca","アスラと イナンナが
刺し違えるなんて
一体 なにがあったんだ！？","Why would Asura and Inanna stab each
other? What actually happened here?"
"Dn/20/12/701.dat","99","Ruca","イナンナの顔を持つ
おまえは 何者なんだ！","Why do you have Inanna’s face?
What are you?"
"Dn/20/12/701.dat","104","Ruca","おまえは 創世力を使って
天上界を滅ぼした 魔王じゃないのか！？","Weren’t you the Overlord that used the
Genesis to destroy Cielo!?"
"Dn/20/12/701.dat","109","Mattheus","私は絶望の化身さ
それを誰より知っているのは アスラ
おまえだろう？","I am the personification of despair. 
You of all people should know it, Asura."
"Dn/20/12/701.dat","115","Ruca","僕が…？
なにを言っているんだ
マティウス…","Me...? What are you talking about, Mattheus...?"
"Dn/20/12/701.dat","120","Chitose","言ったでしょう
そこの女が 裏切ったって","Didn’t I tell you? That woman there betrayed you."
"Dn/20/12/701.dat","126","Illia","あたしが… イナンナが
アスラを裏切ったの？","Me...? Inanna betrayed Asura?"
"Dn/20/12/701.dat","132","Mattheus","そう アスラ おまえは裏切られた
心から愛した女と 唯一無二の親友に","Yes, you were betrayed, Asura. 
By the woman you held close to 
your heart, and your dearest friend."
"Dn/20/12/701.dat","136","Mattheus","恋人と友を 同時に失った
そのおまえの
絶望が天上界を 滅ぼしたのだ","The despair you gained from losing them
is what brought forth Cielo’s destruction."
"Dn/20/12/701.dat","142","Ruca","僕の絶望が 天上界を滅ぼした…？
天上界が滅んだのは
僕のせいだって 言うの？","My despair brought forth Cielo’s destruction...?
So you’re saying it’s my fault that Cielo
was destroyed?"
"Dn/20/12/701.dat","147","Ruca","でも どうして…
マティウス おまえは
なぜ そんなことを知ってるんだ！？","But why... Why would someone like you...
Why do you know such a thing?"
"Dn/20/12/701.dat","152","Mattheus","私もまた アスラの転生した姿
ルカ 私は おまえの魂の半身だからさ","I am also an incarnation of Asura.
Ruca, I hold half of your soul."
"Dn/20/12/701.dat","157","Ruca","なんだって…！？
そんなバカな！","No! Th-this doesn’t make any sense!"
"Dn/20/12/701.dat","162","Mattheus","見るがいい…
この私の 絶望の証を！","Take a good look,
this is the proof of my despair!"
"Dn/20/12/701.dat","193","Ruca","そんな…
そんなッ！！","No... This can’t be...!!"
"Dn/20/12/710.dat","99","Illia","そんな…
そんなの… ウソ…でしょ？","This... this... has to be a lie...!"
"Dn/20/12/710.dat","104","Illia","ウソ…ウソよ ウソウソ！！
いやぁぁぁぁぁーーーーー！","No... It’s not true... This can’t be true!!
Nooooooooooo!"
"Dn/20/12/710.dat","119","Mattheus","イナンナの裏切りが
アスラの魂に 絶望と憎しみを刻んだ
そして 私が生まれた","Despair and hatred was born from Asura’s soul 
at Inanna’s betrayal. And from that, I was born."
"Dn/20/12/710.dat","123","Ruca","じゃあ… 僕はなんなの？","Then... What am I?"
"Dn/20/12/710.dat","128","Mattheus","おまえは… アスラの心の迷いに過ぎぬ
さあ 思い出せ！
大義を阻まれた無念を！ そして絶望を！","You are nothing but Asura’s doubt.
Now, remember! The justice and the despair
that you have been searching for!"
"Dn/20/12/710.dat","135","Ruca","ああ… ああ………
そんな… そんなぁ…
………","No... that can’t be..."
"Dn/20/12/710.dat","139","Ruca","天上界を滅ぼして 無恵を生み
現世で みんなを不幸にしたのが
僕だったなんて…","To think that it is me... I am the reason that Cielo 
was destroyed... that The Fracture happened... 
the misfortune I brought everyone..."
"Dn/20/12/710.dat","143","Ruca","僕は… どうすれば？
…ぼ…く………は…………… ああッ！！","What should I... do? I..."
"Dn/20/12/710.dat","148","Mattheus","さあ 行こう
我が半身よ
我々には やることがある","Now come, my other half. We have things to do."
"Dn/20/12/710.dat","163","Chitose","さあ 参りましょう
私は おふた方の忠実なる僕","Now, come with me, I will always 
be your faithful servant."
"Dn/20/12/710.dat","168","Chitose","決して どこかの女のように
裏切ったりは いたしませぬ","I will never betray you like that woman did."
"Dn/20/12/710.dat","185","Ange","ルカくん！","Ruca!"
"Dn/20/12/710.dat","190","Spada","ゴラァ！ ルカ！
てめェ… 戻って来やがれ！","Ruca, you bastard!
Come back here!"
"Dn/20/12/710.dat","195","Hermana","なぁ 行ったら あかんて
ルカ兄ちゃん…","It’d be bad if ya go! Ruca Bro...!"
"Dn/20/12/710.dat","201","Ricardo","本当に それがおまえの
選ぶべき道か ルカ！？","Is that really the path you 
intend to choose, Ruca?"
"Dn/20/12/710.dat","220","Mattheus","これは 私に与えられた 責務なのだ
人であれ 神であれ
存在することが 敵を生む","This is the duty that was entrusted to me. 
Be it Terran or Cielan, they bring nothing
but conflict."
"Dn/20/12/710.dat","224","Mattheus","だから 私は世界を
滅ぼさなければならない","Which is why I have to destroy this world."
"Dn/20/12/710.dat","230","Sian","そんなッ！！ 世界を滅ぼすだって！？
あなたは 理想郷を創るって
言ってたじゃないですか！","Destroy the world? Didn’t you say that 
you were going to create a Utopia!?"
"Dn/20/12/710.dat","236","Mattheus","どのような 世界であれ
この腐った世界よりは マシであろう？
それは 立派な理想郷だ","No matter what kind of Utopia we create, it will 
be no different than the current world we inhabit.
Therefore, destruction is the only path forward."
"Dn/20/12/710.dat","241","Sian","そ… そんな！ ボクは…
世界を滅ぼすために
利用されてただけだったの…？","No! I... I was being used...
for the world’s destruction?"
"Dn/20/12/710.dat","247","Mattheus","ははは！ そうとも！
死ねば みな同じ
完全なる平等だ！","Ahahaha! 
Correct! We’ll all be equal in the afterlife!"
"Dn/20/12/710.dat","251","Mattheus","屍は 不平も不満も
口にすることはなかろう
素晴らしい世界だと 思わんか？","Corpses cannot complain nor cry! 
Don’t you think that’s wonderful?"
"Dn/20/12/710.dat","259","Sian","う… うわぁぁぁああ！","Uh--Uahhhh!"
"Dn/20/12/710.dat","288","Ruca","僕は… 僕はどうすれば…","What... what should I do...?"
"Dn/20/12/710.dat","294","Mattheus","世界の破滅
これもまた ひとつの救いなのだ","Destruction... is also, in a way, salvation."
"Dn/20/12/710.dat","298","Mattheus","憎しみと裏切りのない世界を望むなら
私とともに 力を使うのだ
この創世力を！ さあ！","If you so wish for a world devoid of hatred 
or betrayal, you will lend your power to me. 
Come, the Genesis!"
"Dn/20/12/710.dat","315","Sian","ムダだ おまえたちは同一人物
たとえ ふたりでも使えない
ボクは創世力の番人だったから わかる","It’s impossible. You both are the same person. 
Even if you two are different, you cannot use it."
"Dn/20/12/710.dat","319","Sian","ふん 信頼する者も
愛する者もいない
おまえに その力は使えない…","Hah... Without someone who trusts you 
and someone whom you love, you cannot use it..."
"Dn/20/12/710.dat","325","Chitose","ならば
私の命を お使いください","Then please, use my life."
"Dn/20/12/710.dat","332","Mattheus","…………………","..."
"Dn/20/12/710.dat","337","Chitose","なぜ ダメなのです？
こんなに アスラさまを
お慕い申し上げているのに…","Why not?
Even when I yearn for Lord Asura so much..."
"Dn/20/12/710.dat","341","Chitose","アスラさまの心には
私への些かの 想いもないのですか？","Does Lord Asura not hold 
an ounce of affection towards me?"
"Dn/20/12/710.dat","349","Mattheus","では もうひとつの方法をとるしかない
ルカ おまえの心に住み着いた女
イリアの命で 創世力を使うのだ","Then let’s settle for an alternative. 
Ruca, use Illia’s life and invoke the Genesis."
"Dn/20/13/400.dat","30","Albert","……{variable}本当に優秀な護衛だね","...Truly an excellent escort."
"Dn/20/13/700.dat","46","Inanna","でも アスラ
地上は 天上界を乱した
ならず者たちの牢獄よ","But, Asura, Terro is a prison
for scoundrels who threaten
Cielo’s peace."
"Dn/20/13/700.dat","50","Inanna","天の神たる力を奪われ
地に堕ちた神の なれの果て
それが人間…","Deviant gods whose power has been
stripped away as they fell to Terro...
Humans."
"Dn/20/13/700.dat","55","Asura","そのならず者たちも
天上界の調和には… いや
世界の調和には 必要不可欠なのだ","But those “scoundrels”, as you called them,
are also part of Cielo’s balance-- no,
they’re an essential part of the world’s balance."
"Dn/20/13/700.dat","59","Asura","地上の人間たちの 祈りなしでは
この天上界は 維持できん しかし…
それでもまだ 足りぬ","Without human prayers, Cielo would
not be able to maintain itself. But even
those are not enough."
"Dn/20/13/700.dat","63","Asura","今の天上界は 地上の人間の祈りで足りぬ分を
彼らの魂を狩り 天上界に還元させて
かろうじて 維持しているという有様だ","Cielo, as it is now, is needing more souls by
the minute. It is why reapers exist to harvest human
souls and even they barely maintain Cielo itself."
"Dn/20/13/700.dat","67","Asura","地上人の魂をもって 維持される天上界
そんなものが 神の世界のはずがない","A world whose existence relies
upon human souls, a world unfit
to be called ‘Utopia’."
"Dn/20/13/700.dat","73","Inanna","でも 地上に堕ちた者が 天上界に戻れば
きっと 私たち天上人に 牙を剥く
…再び 争いの火種になる","But when they return here, surely they
would want to take revenge upon us and
the flames of war will once again burn."
"Dn/20/13/700.dat","80","Inanna","私 恐い
あのならず者たちが またこの天に
戻ってくるなんて…","I’m scared of the day when
those scoundrels return here..."
"Dn/20/13/700.dat","90","Asura","なにも 恐れることはない
イナンナ
俺が そうはさせぬ","There’s nothing to be afraid of, Inanna.
I will not let anything happen to you."
"Dn/20/13/700.dat","94","Asura","この天空城を落とし
創世力のありかを 突き止めた
このアスラがな","I who conquered the Ciela Castello and
discovered the existence of the Genesis."
"Dn/20/13/700.dat","101","Inanna","アスラ…","Asura..."
"Dn/20/13/700.dat","107","Asura","約束だ おまえのそばには 必ず俺がいる
おまえはただ 俺についてくればいい
イナンナ 俺を信じろ… 俺を信じろ！","Come with me, Inanna,
I promise I’ll stay by your side.
Believe in me... Believe in me!"
"Dn/20/13/710.dat","24","Asura","なにも 恐れることはない
イナンナ","There’s nothing to be afraid of, Inanna."
"Dn/20/13/710.dat","28","Asura","約束だ おまえのそばには 必ず俺がいる
俺を信じろ… 俺を信じろ！","I promise I’ll stay by your side.
Believe in me... Believe in me!"
"Dn/20/13/720.dat","31","Sakuya","アスラさま おめでとうございます
アスラさまのご活躍で ラティオ軍が
撤退したそうです","Congratulations, Lord Asura.
Because of Lord Asura’s efforts,
it seems that Ratio has finally retreated."
"Dn/20/13/720.dat","36","Asura","ふ… この程度の勝利など
当然のこと
いちいち 喜んではいられぬな","This sort of victory is what is to be expected.
There is no need to congratulate me over
each and every one."
"Dn/20/13/720.dat","40","Sakuya","ですが ずいぶんと嬉しそうに
お見受けいたしましたわ
アスラさまが お喜びだと私も…","Still, my lord seems to lighten up when I do so.
If my lord is happy, I too..."
"Dn/20/13/720.dat","47","Asura","伝令！ 軍議だ！ イナンナを呼べ！
サクヤ おまえは兵をまとめて
出撃できるよう 準備を進めておけ","Messenger, call for Inanna, I seek council!
Sakuya, gather the troops and start preparing
for dispatch."
"Dn/20/13/720.dat","58","Sakuya","イナンナ…
また あの女とアスラさまが軍議
私じゃなくて あの女と…","Inanna...
Lord Asura sought for that woman’s
council once again... Not me, but her..."
"Dn/20/13/720.dat","64","Sakuya","いけない 邪念を捨てねば
アスラさまのお側で 私情は禁物
そう 私はあの方の部下 ただの… 部下…","I mustn’t think such thoughts...
I must not let my feelings take over me
and affect him... I am merely his subordinate."
"Dn/20/13/730.dat","41","Ratio Soldier","退けーっ！！ ラティオ軍 全軍撤退！
アスラと ヴリトラだ！
ラティオ軍 全軍撤退！","RETREAT! RATIO ARMY, RETREAT!
IT’S ASURA AND VRITRA!! RATIO ARMY, RETREAT!"
"Dn/20/13/730.dat","45","Ratio Soldier","死にたくなければ
地の果てまで逃げろ！
撤退 撤退～ッ！！","If you don’t want to die, run as far
as you can! Retreat! Retreat!!"
"Dn/20/13/730.dat","49","Asura","聞けぃ！
我がセンサス軍は この一戦をもって
天上界の統一を 宣言する！","Hear me! By my victory, from now on,
all of Cielo stands united at last!"
"Dn/20/13/730.dat","53","Asura","これ以上の戦闘に 意味はない！
ラティオの民よ！ 抵抗は無意味だ！
速やかに降伏せよ！","The time for battle is at an end! People of Ratio, 
hear me! Let us lay down our arms and join 
hands as we march onward!"
"Dn/20/13/730.dat","57","Asura","このアスラ
ラティオのすべての民を
手厚く遇することを 約束する！","I, Asura, promise to treat all of Ratio warmly!"
"Dn/20/13/730.dat","83","Durandal","これで 戦も終わりか…
寂しくも思うが これもまた世の定め","With this, the war has ended...
Though it feels lonely, this is the world’s fate..."
"Dn/20/13/730.dat","90","Sakuya","アスラさま…
此度の 天上界の統一
心より お喜び申し…","Lord Asura, alas Cielo is united!
From the depths of my heart, I--"
"Dn/20/13/730.dat","94","???","アスラさま！","Lord Asura!"
"Dn/20/13/730.dat","114","Inanna","アスラさま
ついに 天上界の統一を…","Lord Asura, you have finally united Cielo..."
"Dn/20/13/730.dat","119","Asura","おお… イナンナ！","Ahh... Inanna!"
"Dn/20/13/730.dat","123","Asura","イナンナ これでおまえに
この世界が かつての美しさを取り戻す様を
見せてやれる","That’s right, my dear Inanna.
I can now show you the beauty of
this world as it existed in ages past."
